year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigFreq,MillMudAmt,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH,IrrigAlloc
1969,14/10/1969,287,1968,15-May,2,sugar,alive,2,395,1966,14/9/1968,135,0,0,348,1969,21,2039,6496.88,5658.73,5041.28,152.728,2532.7,14556,16725.96,6690.385,81.759,17.497,135.4,57.19,0,4.991,8052.734,8057.725,96872.18,1.023,19,2660,202.9,620.589,756.725,185.167,1244.827,250.792,1495.619,3.206,7982.379,5.57,7987.949,96009.7,200,326.528,385.489,13.199,14.794,3.071,2.931,7798.515,350,0.966,4820.4,17.7,1928.2,0,0,17.557,29.56,20.698,46.5,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,2862.9,2845.167,1377.314,1628.106,31.064,17.865,5.36798015722803,0.102116916139739,4.91086816720257,0.76364,25.327,999
1970,14/11/1970,318,1969,15-May,2,sugar,alive,3,396,1966,14/10/1969,135,0,0,348,1970,21,2039,6883.76,6048.54,5338.87,162.88,2801.7,15448.9,16469.936,6587.974,90.499,18.257,134.3,47.157,0,5.57,7982.379,7987.949,96009.7,1.013,18,2520,761.7,850.939,854.702,522.167,1284.496,261.25,1545.747,5.703,7908.73,4.307,7913.038,95060.912,200,312.886,388.93,18.019,32.444,2.927,3.798,7900.699,350,0.955,4416.6,16.2,1766.6,0,0,18.289,29.657,20.574,133.6,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3281.7,3042.167,1705.641,1966.891,53.39,35.371,5.35407819491829,0.105373000885656,5.48417508417508,0.8144,28.017,999
1971,14/12/1971,348,1970,15-May,2,sugar,alive,4,395,1966,14/11/1970,135,0,0,348,1971,21,2039,6439.27,5576.27,5025.68,153.13,2588.05,14135.8,16885.619,6754.248,90.237,17.888,108.2,77.469,13.429,4.307,7908.73,7913.038,95060.912,1.003,15,2100,1187.9,888.761,992.157,701.889,1126.164,296.019,1422.183,8.305,7852.137,8.151,7860.288,94296.553,200,269.249,378.226,29.614,37.38,7.402,5.901,7742.272,350,0.902,3320.8,12.2,1328.3,0,0,17.948,29.203,20.083,220,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3287.9,2801.889,1880.918,2176.937,74.396,44.782,5.46524148529795,0.107672500655682,6.00509803921569,0.76565,25.881,999
1972,14/05/1972,135,0,15-May,2,none,out,-1,0,1966,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,14838.125,5935.25,79.865,0,0,62.268,0,8.151,7852.137,7860.288,94296.553,0.995,0,0,1244.5,684.389,278.746,414.888,0,178.968,178.968,0.483,7914.82,47.239,7962.059,95396.98,0,0,61.363,1.119,2.01,0.119,0.167,4652.944,350,0.435,815.2,4.4,326.1,0,0,20.509,30.311,18.726,206.2,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,1244.5,414.888,963.135,1142.103,3.248,2.129,0,0,0,,0,999
1973,14/08/1973,226,1972,15-May,3,sugar,alive,0,457,1972,14/5/1972,135,0,0,348,1973,21,2039,8211.21,7272.92,6412.69,196.459,3111.06,17985.2,0,0,0,16.578,195.4,164.666,164.666,47.239,7914.82,7962.059,95396.98,0.993,18,2520,1056.1,978.326,975.102,539.964,1414.963,293.932,1708.895,8.976,7708.432,4.234,7712.667,92506.56,200,405.645,465.517,19.013,61.998,9.457,4.236,6937.764,350,0.98,5617.7,20.6,2247.1,0,0,16.737,28.293,19.139,108.5,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3576.1,3059.964,1953.428,2247.36,90.468,71.455,6.4203042911616,0.114962592786567,6.61478114478115,0.982295,31.111,999
1974,14/09/1974,257,1973,15-May,3,sugar,alive,1,396,1972,14/8/1973,135,0,0,348,1974,21,2039,5958.72,5201,4618.3,140.167,2198.78,13404.3,20062.451,8024.98,102.899,16.395,101.5,78.442,14.402,4.234,7708.432,7712.667,92506.56,0.977,11,1540,2022,1430.078,899.326,780.462,977.362,271.298,1248.66,7.167,7680.301,5.184,7685.485,92319.701,200,261.959,339.817,20.506,24.775,4.785,4.232,6903.967,350,0.936,3928.7,14.4,1571.5,0,0,17.679,28.244,18.189,152.9,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3562,2320.462,2329.404,2600.702,50.066,29.56,6.04047814616227,0.112253936219627,7.04356783919598,0.700835,21.988,999
1975,14/10/1975,287,1974,15-May,3,sugar,alive,2,395,1972,14/9/1974,135,0,0,348,1975,21,2039,7692.58,6860.15,5888.92,181.001,3043.22,18036.6,14733.011,5893.204,74.276,17.78,126.4,62.379,0,5.184,7680.301,7685.485,92319.701,0.975,16,2240,780.5,723.891,713.085,557.392,1309.365,265.007,1574.372,5.041,7620.743,3.173,7623.916,91716.141,200,308.298,370.206,17.543,17.986,4.435,3.736,7466.76,350,0.944,4122.5,15.1,1649,0,0,18.147,28.754,19.953,65,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3020.5,2797.392,1436.976,1701.983,39.964,22.421,6.47034809565481,0.114967110695566,6.72866171003718,0.905005,30.432,999
1976,13/11/1976,318,1975,15-May,3,sugar,alive,3,396,1972,14/10/1975,135,0,0,348,1976,21,2039,6407.15,5694.53,5044.54,155.634,3015.62,13626.1,18835.249,7534.098,86.811,20.933,90,71.531,7.491,3.173,7620.743,7623.916,91716.141,0.967,15,2100,1934.3,1637.223,1025.229,728.228,1086.308,285.283,1371.592,4.494,7582.522,4.753,7587.276,91230.666,200,235.451,357.298,23.134,61.292,5.13,4.762,7557.445,350,0.904,3346.4,12.3,1338.6,0,0,17.87,28.574,19.684,179.8,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,4034.3,2828.228,2662.452,2947.735,89.556,66.422,5.50288024869282,0.113469603205618,6.10329411764706,0.77817,30.156,999
1977,13/12/1977,347,1976,15-May,3,sugar,alive,4,395,1972,13/11/1976,135,0,0,348,1977,21,2039,6471.73,5698.6,5036.07,154.352,2587.08,14356.6,14426.642,5770.656,63.942,17.716,100.3,71.788,7.748,4.753,7582.522,7587.276,91230.666,0.96,15,2100,1399.8,1117.516,1087.174,513.857,1031.06,264.812,1295.872,6.063,7527.058,5.123,7532.18,90546.34,200,264.024,357.815,21.917,46.17,3.954,4.529,7106.443,350,0.942,4075.5,15,1630.2,0,0,18.177,28.478,20.105,170.6,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3499.8,2613.857,2204.69,2469.502,72.041,50.124,5.90514324234264,0.119110529435006,6.05301960784314,0.77176,25.871,999
1978,15/05/1978,135,0,15-May,3,none,out,-1,0,1972,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,15667.304,6266.921,80.924,0,0,71.026,6.986,5.123,7527.058,7532.18,90546.34,0.952,0,0,682.5,210.895,167.687,390.715,0,185,185,0.32,7591.904,38.116,7630.02,91610.735,0,0,54.534,2.739,0.963,0.173,0.462,4686.802,350,0.495,974.6,5,389.8,0,0,21.465,30.524,20.834,150.6,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,682.5,390.715,378.582,563.582,3.875,1.136,0,0,0,,0,999
1979,15/08/1979,227,1978,15-May,4,sugar,alive,0,457,1978,15/5/1978,135,0,0,348,1979,21,2039,8371.11,7468.1,6579.13,202.536,3213.08,17919.8,0,0,0,16.613,177.5,189.944,189.944,38.116,7591.904,7630.02,91610.735,0.951,17,2380,1669.1,1225.232,1268.932,709.24,1351.712,323.355,1675.067,11.579,7409.214,4.199,7413.414,89008.544,200,373.338,439.628,29.451,52.527,9.077,6.148,6712.866,350,0.98,5557.5,20.4,2223,0,0,17.123,27.64,18.328,350.7,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,4049.1,3089.24,2494.164,2817.519,91.055,61.604,6.55617562895729,0.120912178438236,7.15674911660778,1.01268,32.131,999
1980,14/09/1980,258,1979,15-May,4,sugar,alive,1,396,1978,15/8/1979,135,0,0,348,1980,21,2039,6885.77,6024.3,5401.9,164.463,2804.7,14838.7,19955.698,7982.279,97.435,18.076,111.2,69.814,5.774,4.199,7409.214,7413.414,89008.544,0.937,16,2240,778.5,807.369,782.53,399.472,1181.886,263.372,1445.258,3.526,7380.793,3.736,7384.529,88897.374,200,286.371,342.288,9.795,13.468,4.693,2.295,7051.404,350,0.966,4833.3,17.8,1933.3,0,0,18.321,28.783,20.553,86.4,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3018.5,2639.472,1589.899,1853.271,27.956,18.161,6.23090527196349,0.113794907206879,6.11386617100372,0.822315,28.047,999
1981,14/10/1981,287,1980,15-May,4,sugar,alive,2,395,1978,14/9/1980,135,0,0,348,1981,21,2039,6470.99,5654.92,5030.81,152.797,2456.3,14401.8,16721.194,6688.479,77.416,16.873,111.1,53.158,0,3.736,7380.793,7384.529,88897.374,0.936,14,1960,1125.6,982.873,783.229,567.401,1083.6,232.356,1315.956,3.568,7352.175,4.221,7356.396,88533.056,200,286.521,341.98,11.423,13.045,2.834,2.57,7221.998,350,0.96,4590.6,16.9,1836.2,0,0,17.855,28.507,19.328,104.8,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3085.6,2527.401,1766.102,1998.458,27.302,15.879,6.04561761271757,0.116111024988677,6.3401244813278,0.763985,24.563,999
1982,14/11/1982,318,1981,15-May,4,sugar,alive,3,396,1978,14/10/1981,135,0,0,348,1982,21,2039,6948.13,6169.63,5436.61,167.31,2891.73,15115.2,16143.539,6457.416,82.887,18.359,108,56.7,0,4.221,7352.175,7356.396,88533.056,0.931,19,2660,594.4,856.61,847.02,404.171,1263.771,293.359,1557.13,6.299,7297.37,4.179,7301.549,87870.151,200,270.992,372.051,25.736,42.517,2.747,5.22,7403.525,350,0.943,4097,15.1,1638.8,0,0,17.665,29.241,20.364,47.4,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3254.4,3064.171,1703.63,1996.989,71,45.264,5.46020440765218,0.107447676173473,5.37974276527331,0.83655,28.917,999
1983,14/12/1983,348,1982,15-May,4,sugar,alive,4,395,1978,14/11/1982,135,0,0,348,1983,21,2039,6585.79,5739.13,5123.74,156.02,2567.67,14620.4,16330.39,6532.156,80.165,17.343,107.1,50.34,0,4.179,7297.37,7301.549,87870.151,0.923,18,2520,716.9,934.917,917.119,443.729,1089.072,270.453,1359.525,5.996,7257.174,5.089,7262.263,87280.364,200,275.566,355.121,19.143,28.985,2.952,4.005,7499.582,350,0.938,3976.1,14.6,1590.4,0,0,19.034,29.19,19.976,95.4,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3236.9,2963.729,1852.036,2122.489,51.08,31.937,5.26431397742506,0.114760670086979,5.25319865319865,0.7801,25.677,999
1984,14/05/1984,135,0,15-May,4,none,out,-1,0,1978,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,15807.045,6322.818,79.57,0,0,75.68,11.64,5.089,7257.174,7262.263,87280.364,0.917,0,0,414,111.372,24.796,339.826,0,181.909,181.909,0.036,7334.703,29.759,7364.461,88749.304,0,0,38.334,0.393,0.495,0.011,0.099,4285.333,350,0.587,1262.1,6.4,504.8,0,0,20.58,30.063,19.116,75.6,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,414,339.826,136.168,318.077,0.899,0.506,0,0,0,,0,999
1985,14/08/1985,226,1984,15-May,5,sugar,alive,0,457,1984,14/5/1984,135,0,0,348,1985,21,2039,8437.81,7537.57,6664.64,205.443,3363.88,17731.7,0,0,0,17.24,185.5,171.602,171.602,29.759,7334.703,7364.461,88749.304,0.917,18,2520,864.3,779.938,934.523,739.375,1460.886,309.611,1770.497,8.643,7153.563,3.076,7156.639,85993.257,200,388.714,438.203,17.497,39.924,10.323,3.914,6935.918,350,0.98,5610.7,20.6,2244.3,0,0,16.756,28.057,18.639,111.4,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3384.3,3259.375,1714.461,2024.072,67.744,50.247,6.30314093959732,0.116036909410183,6.91727272727273,1.027215,33.639,999
1986,14/09/1986,257,1985,15-May,5,sugar,alive,1,396,1984,14/8/1985,135,0,0,348,1986,21,2039,6955.33,6183.34,5353.66,164.165,2974.93,16016.7,19841.066,7936.427,101.394,19.39,101.3,70.945,6.905,3.076,7153.563,7156.639,85993.257,0.904,16,2240,746.3,711.697,764.144,528.021,1253.217,252.581,1505.798,3.208,7127.801,3.089,7130.889,85797.327,200,264.406,343.641,14.587,30.266,3.904,3.159,7249.929,350,0.932,3833.2,14.1,1533.3,0,0,18.093,29,18.824,117.8,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,2986.3,2768.021,1475.841,1728.422,48.757,34.17,5.93077147897361,0.109021927243893,6.10278810408922,0.820825,29.749,999
1987,14/10/1987,287,1986,15-May,5,sugar,alive,2,395,1984,14/9/1986,135,0,0,348,1987,21,2039,6553.31,5749.25,5133.57,156.406,2609.58,14197.5,16872.413,6748.965,70.672,17.622,110.2,75.606,11.566,3.089,7127.801,7130.889,85797.327,0.903,19,2660,411.5,729.695,812.337,317.581,1244.463,300.343,1544.806,4.419,7088.943,3.595,7092.538,85405.469,200,283.682,350.558,18.014,16.493,5.188,3.771,7358.79,350,0.955,4445,16.3,1778,0,0,18.427,29.81,19.937,44,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3071.5,2977.581,1542.032,1842.375,39.695,21.681,5.25278741367573,0.101246370094368,5.02913183279743,0.78203,26.096,999
1988,13/11/1988,318,1987,15-May,5,sugar,alive,3,396,1984,14/10/1987,135,0,0,348,1988,21,2039,6550.17,5756.74,5139.33,157.308,2583.18,14108.4,15846.059,6338.424,78.216,17.298,103.8,60.268,0,3.595,7088.943,7092.538,85405.469,0.897,18,2520,978.8,911.071,1117.626,403.828,1172.649,293.079,1465.728,10.105,7048.421,4.384,7052.806,84893.811,200,260.271,351.535,20.846,39.876,4.336,4.304,7156.55,350,0.948,4236.3,15.6,1694.5,0,0,18.747,29.6,20.015,254,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3498.8,2923.828,2028.697,2321.776,65.058,44.212,5.38020704364279,0.107324141996332,5.29656565656566,0.78654,25.832,999
1989,13/12/1989,347,1988,15-May,5,sugar,alive,4,395,1984,13/11/1988,135,0,0,348,1989,21,2039,6435.89,5721.75,5020.31,155.099,2787.99,14155.7,15592.953,6237.182,75.848,19.21,86,64.643,0.603,4.384,7048.421,7052.806,84893.811,0.891,15,2100,1480.8,1177.725,991.877,727.422,1057.132,328.784,1385.916,8.499,7012.846,2.387,7015.233,84402.727,200,225.188,344.459,32.37,60.112,2.601,6.398,6971.195,350,0.886,3098.4,11.4,1239.4,0,0,18.293,28.663,19.152,134.8,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3580.8,2827.422,2169.602,2498.386,95.083,62.713,5.48552709853711,0.111910822878154,6.0823137254902,0.775495,27.88,999
1990,15/05/1990,135,0,15-May,5,none,out,-1,0,1984,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,14666.05,5866.419,65.723,0,0,89.925,25.885,2.387,7012.846,7015.233,84402.727,0.886,0,0,902.4,448.811,205.396,371.945,0,163.613,163.613,0.584,7084.952,17.648,7102.6,85535.251,0,0,41.953,2.564,3.052,0.236,0.259,4498.783,350.208,0.521,1050.3,4.7,420.1,0,0,20.831,30.983,20.923,103,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,902.4,371.945,654.207,817.82,5.852,3.288,0,0,0,,0,999
1991,15/08/1991,227,1990,15-May,6,sugar,alive,0,457,1990,15/5/1990,135,0,0,348,1991,21,2039,7916.36,7009.3,6272.2,192.516,2980.81,16441.6,0,0,0,16.145,171.2,174.504,174.504,17.648,7084.952,7102.6,85535.251,0.885,17,2380,1937.4,1458.213,1331.492,488.112,1352.801,287.522,1640.323,11.586,6925.215,4.136,6929.352,83244.982,200,360.045,420.502,15.199,39.895,5.192,3.451,6367.12,352.128,0.977,5412.9,19.9,2165.2,0,0,16.447,27.894,18.428,204.4,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,4317.4,2868.112,2789.705,3077.227,60.286,45.087,6.712290175558,0.117364689759273,6.80268551236749,0.96258,29.808,999
1992,14/09/1992,258,1991,15-May,6,sugar,alive,1,396,1990,15/8/1991,135,0,0,348,1992,21,2039,7674.1,6809.91,6104.57,187.604,3386.41,15695.3,18576.325,7430.53,94.352,19.303,108.9,61.876,0,4.136,6925.215,6929.352,83244.982,0.875,17,2380,643.5,713.613,687.543,388.551,1375.878,244.907,1620.785,2.229,6908.466,2.636,6911.102,83303.336,200,281.423,332.553,9.356,11.372,2.435,2.206,6931.786,353.823,0.965,4792.1,17.6,1916.8,0,0,17.978,29.375,20.6,122.8,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3023.5,2768.551,1401.156,1646.063,23.163,13.807,6.77625227059209,0.115748850094244,6.62911660777385,0.93802,33.864,999
1993,14/10/1993,287,1992,15-May,6,sugar,alive,2,395,1990,14/9/1992,135,0,0,348,1993,21,2039,7540.08,6678.88,5917.55,181.576,3500.35,16225.2,17414.284,6965.714,76.19,20.811,101,63.436,0,2.636,6908.466,6911.102,83303.336,0.875,18,2520,531.1,741.01,732.953,350.997,1321.016,251.455,1572.47,2.596,6898.958,3.158,6902.116,83236.638,200,276.441,333.631,9.039,11.64,3.133,2.118,7631.564,355.556,0.95,4269.7,15.7,1707.9,0,0,17.951,29.038,20.484,72,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3051.1,2870.997,1473.963,1725.418,23.812,14.773,6.32449285039309,0.115471837300553,6.11367003367003,0.90788,35.004,999
1994,14/11/1994,318,1993,15-May,6,sugar,alive,3,396,1990,14/10/1993,135,0,0,348,1994,21,2039,7060.5,6223.59,5661.45,173.458,3181.46,13990.5,17420.723,6968.29,74.722,19.66,99.8,68.102,4.062,3.158,6898.958,6902.116,83236.638,0.872,19,2660,365.6,684.747,823.084,307.252,1266.715,265.939,1532.653,4.059,6880.946,3.86,6884.806,83067.531,200,272.095,334.168,17.634,11.299,6.848,3.674,7498.929,357.322,0.971,5064,18.6,2025.6,0,0,18.061,29.441,20.865,46.8,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3025.6,2967.252,1507.831,1773.77,35.781,18.147,5.84574549111434,0.113174997863182,5.57742765273312,0.86729,31.815,999
1995,14/12/1995,348,1994,15-May,6,sugar,alive,4,395,1990,14/11/1994,135,0,0,348,1995,21,2039,7932.64,6969.55,6278.18,192.746,3604.83,16544.7,16196.36,6478.544,78.354,20.104,114,53.218,0,3.86,6880.946,6884.806,83067.531,0.867,18,2520,581.9,707.033,780.454,478.467,1316.055,280.839,1596.894,5.181,6850.479,3.956,6854.435,82584,200,288.168,356.991,18.032,16.067,2.687,3.79,8019.747,359.122,0.943,4081.7,15,1632.7,0,0,19.554,29.457,20.605,55.2,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3101.9,2998.467,1487.487,1768.326,36.786,18.754,6.42815145205867,0.120700559962026,6.48976430976431,0.96373,36.048,999
1996,14/05/1996,135,0,15-May,6,none,out,-1,0,1990,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,17532.378,7012.951,79.188,0,0,70.737,6.697,3.956,6850.479,6854.435,82584,0.863,0,0,427.8,106.37,81.215,298.023,0,134.943,134.943,0.086,6931.969,27.342,6959.311,84400.048,0,0,37.761,0.214,0.482,0.028,0.096,4631.197,359.823,0.681,1633.5,7.4,653.4,0,0,22.536,31.718,20.786,107,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,427.8,298.023,187.585,322.528,0.724,0.51,0,0,0,,0,999
1997,14/08/1997,226,1996,15-May,7,sugar,alive,0,457,1996,14/5/1996,135,0,0,348,1997,21,2039,9686.08,8643.64,7779.88,240.077,4160.46,19062,0,0,0,18.416,183.7,176.009,176.009,27.342,6931.969,6959.311,84400.048,0.863,18,2520,946.3,951.625,871.475,445.822,1466.561,288.227,1754.788,4.824,6781.611,3.673,6785.284,81686.107,200,382.778,418.774,11.721,27.32,7.224,2.791,7516.887,361.957,0.989,6504,23.9,2601.6,0,0,18.168,28.24,19.719,116.8,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3466.3,2965.822,1823.1,2111.327,46.265,34.544,8.09478788679833,0.136812538038783,8.08340067340067,1.200385,41.605,999
1998,14/09/1998,257,1997,15-May,7,sugar,alive,1,396,1996,14/8/1997,135,0,0,348,1998,21,2039,7568.99,6723.52,5997.35,184.484,3387.69,15716.4,21731.121,8692.448,97.493,19.687,104.3,64.421,0.381,3.673,6781.611,6785.284,81686.107,0.854,16,2240,988.6,829.884,990.94,521.077,1123.957,255.232,1379.188,3.057,6777.067,2.072,6779.139,81745.365,200,275.2,331.355,9.986,9.843,2.848,2.313,7707.413,363.843,0.94,4007.4,14.7,1603,0,0,20.231,28.713,19.364,189.6,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3228.6,2761.077,1820.824,2076.056,22.677,12.691,6.68159562373668,0.133762764757234,6.85814126394052,0.92242,33.877,999
1999,14/10/1999,287,1998,15-May,7,sugar,alive,2,395,1996,14/9/1998,135,0,0,348,1999,21,2039,6888.85,6148.19,5489.84,169.358,3202.5,13990,16765.268,6706.108,64.494,20.359,93.9,93.01,28.97,2.072,6777.067,6779.139,81745.365,0.856,16,2240,1114.4,978.456,1023.717,665.586,1082.222,305.794,1388.017,6.185,6759.228,2.644,6761.872,81609.513,200,247.039,336.625,19.739,31.305,7.353,4.051,7449.548,365.763,0.935,3901.4,14.3,1560.5,0,0,19.63,28.738,19.443,112,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3354.4,2905.586,2002.173,2307.967,58.397,38.658,5.82870374513093,0.122014355731954,6.29583643122677,0.84679,32.025,999
2000,15/11/2000,320,1999,15-May,7,sugar,alive,3,398,1996,14/10/1999,135,0,2,348,2000,19,2039,6905.43,6126.37,5543.16,170.653,3114.52,13622.6,15207.707,6083.083,62.69,19.548,96.5,57.221,0,2.644,6759.228,6761.872,81609.513,0.852,15,2100,1623.3,1214.705,1104.114,717.03,1028.683,288.642,1317.326,8.057,6742.742,1.757,6744.499,81350.465,200,250.079,327.179,14.511,35.274,3.534,3.124,7178.747,367.723,0.957,4495.4,16.5,1798.2,0,0,19.013,28.447,19.619,136,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3723.3,2817.03,2318.819,2607.461,53.319,38.808,6.05790495663873,0.129545002527848,6.69227450980392,0.853265,31.145,999
2001,15/12/2001,349,2000,15-May,7,sugar,alive,4,395,1996,15/11/2000,135,0,2,350,2001,19,2041,7022.79,6039.39,5664.82,172.57,3284.25,13579.6,15400.333,6160.134,69.66,20.509,96.3,144.377,80.337,1.757,6742.742,6744.499,81350.465,0.848,19,2660,421.1,759.469,841.98,329.187,1284.003,296.452,1580.455,5.007,6714.086,4.611,6718.697,80974.028,200,259.857,332.952,21.407,19.975,9.469,4.405,7137.238,369.713,0.968,4932.6,18.1,1973,0,0,18.516,29.74,20.553,39.4,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3081.1,2989.187,1601.449,1897.901,50.851,29.444,5.77314166025746,0.109190075010045,5.54887459807074,0.86285,32.842,999
2002,15/05/2002,135,0,15-May,7,none,out,-1,0,1996,0.000,135,0,2,350,-1,19,2041,0,0,0,0,0,0,15735.42,6294.168,78.707,0,0,43.573,0,4.611,6714.086,6718.697,80974.028,0.844,0,0,714,175.212,284.107,308.341,0,134.658,134.658,0.507,6788.261,26.823,6815.084,82537.877,0,0,35.824,0.14,0.734,0.098,0.074,4195.267,370.488,0.684,1644,8.2,657.6,0,0,21.744,32.322,21.739,206,Burdekin,AyrDPI,Kala,1960,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,714,308.341,459.319,593.977,0.972,0.832,0,0,0,,0,999
